course_title,course_organization,course_Certificate_type,course_rating,course_difficulty,course_students_enrolled,tags
Object Oriented Programming in Java,Duke University,SPECIALIZATION,4.6,Beginner,330k,object oriented programming in java duke university specialization beginner
Object-Oriented Data Structures in C++,University of Illinois at Urbana-Champaign,COURSE,4.7,Intermediate,21k,object oriented data structures in c university of illinois at urbana champaign course intermediate
Object-Oriented Design,University of Alberta,COURSE,4.7,Intermediate,33k,object oriented design university of alberta course intermediate
Oil & Gas Industry Operations and Markets,Duke University,COURSE,4.8,Mixed,57k,oil gas industry operations and markets duke university course mixed
"Open Source Software Development, Linux and Git",The Linux Foundation,SPECIALIZATION,4.4,Beginner,13k,open source software development linux and git the linux foundation specialization beginner
Operating Systems and You: Becoming a Power User,Google,COURSE,4.6,Beginner,76k,operating systems and you becoming a power user google course beginner
Operations Analytics,University of Pennsylvania,COURSE,4.7,Mixed,80k,operations analytics university of pennsylvania course mixed
Optical Engineering,University of Colorado Boulder,SPECIALIZATION,4.2,Advanced,6.2k,optical engineering university of colorado boulder specialization advanced
Organizational Leadership,Northwestern University,SPECIALIZATION,4.7,Intermediate,92k,organizational leadership northwestern university specialization intermediate
Osteoarchaeology: The Truth in Our Bones,Universiteit Leiden,COURSE,4.7,Beginner,22k,osteoarchaeology the truth in our bones universiteit leiden course beginner
Palliative Care: It's Not Just Hospice Anymore,University of Colorado System,SPECIALIZATION,4.8,Beginner,3.2k,palliative care it s not just hospice anymore university of colorado system specialization beginner
Palo Alto Networks Cybersecurity,Palo Alto Networks,SPECIALIZATION,4.6,Beginner,9.1k,palo alto networks cybersecurity palo alto networks specialization beginner
"Parallel, Concurrent, and Distributed Programming in Java",Rice University,SPECIALIZATION,4.5,Intermediate,30k,parallel concurrent and distributed programming in java rice university specialization intermediate
Particle Physics: an Introduction,University of Geneva,COURSE,4.5,Mixed,42k,particle physics an introduction university of geneva course mixed
Patient Safety,Johns Hopkins University,SPECIALIZATION,4.8,Beginner,8.8k,patient safety johns hopkins university specialization beginner
Patrocinio Deportivo,Universitat Autònoma de Barcelona,COURSE,4.6,Beginner,12k,patrocinio deportivo universitat autònoma de barcelona course beginner
People Analytics,University of Pennsylvania,COURSE,4.5,Mixed,84k,people analytics university of pennsylvania course mixed
Perfect Tenses and Modals,"University of California, Irvine",COURSE,4.7,Intermediate,79k,perfect tenses and modals university of california irvine course intermediate
Periodismo digital y combate a las fake news,Universidad Nacional Autónoma de México,COURSE,4.9,Beginner,8.9k,periodismo digital y combate a las fake news universidad nacional autónoma de méxico course beginner
Photography Basics and Beyond: From Smartphone to DSLR,Michigan State University,SPECIALIZATION,4.7,Beginner,160k,photography basics and beyond from smartphone to dslr michigan state university specialization beginner
Plant Bioinformatic Methods,University of Toronto,SPECIALIZATION,4.7,Beginner,83k,plant bioinformatic methods university of toronto specialization beginner
Politics and Economics of International Energy,Sciences Po,COURSE,4.7,Beginner,34k,politics and economics of international energy sciences po course beginner
Positive Psychiatry and Mental Health,The University of Sydney,COURSE,4.8,Mixed,72k,positive psychiatry and mental health the university of sydney course mixed
Positive Psychology,The University of North Carolina at Chapel Hill,COURSE,4.7,Mixed,180k,positive psychology the university of north carolina at chapel hill course mixed
Positive Psychology: Applications and Interventions,University of Pennsylvania,COURSE,4.8,Beginner,23k,positive psychology applications and interventions university of pennsylvania course beginner
Positive Psychology: Martin E. P. Seligman’s Visionary Science,University of Pennsylvania,COURSE,4.8,Beginner,50k,positive psychology martin e p seligman s visionary science university of pennsylvania course beginner
Positive Psychology: Resilience Skills,University of Pennsylvania,COURSE,4.6,Beginner,40k,positive psychology resilience skills university of pennsylvania course beginner
Power Electronics,University of Colorado Boulder,SPECIALIZATION,4.8,Intermediate,67k,power electronics university of colorado boulder specialization intermediate
Practical Data Science with MATLAB,MathWorks,SPECIALIZATION,4.7,Beginner,10k,practical data science with matlab mathworks specialization beginner
Practical Time Series Analysis,The State University of New York,COURSE,4.6,Intermediate,39k,practical time series analysis the state university of new york course intermediate
Preparing for the Google Cloud Associate Cloud Engineer Exam,Google Cloud,COURSE,4.7,Beginner,22k,preparing for the google cloud associate cloud engineer exam google cloud course beginner
Preparing to Manage Human Resources,University of Minnesota,COURSE,4.8,Mixed,68k,preparing to manage human resources university of minnesota course mixed
"Presentation Skills: Speechwriting, Slides and Delivery",E-Learning Development Fund,SPECIALIZATION,4.6,Beginner,47k,presentation skills speechwriting slides and delivery e learning development fund specialization beginner
Pricing Strategy Optimization,BCG,SPECIALIZATION,4.8,Beginner,20k,pricing strategy optimization bcg specialization beginner
Primeros Auxilios Psicológicos (PAP),Universitat Autònoma de Barcelona,COURSE,4.8,Mixed,280k,primeros auxilios psicológicos pap universitat autònoma de barcelona course mixed
Private Equity and Venture Capital,Università Bocconi,COURSE,4.8,Mixed,79k,private equity and venture capital università bocconi course mixed
Probabilistic Graphical Models 1: Representation,Stanford University,COURSE,4.7,Advanced,68k,probabilistic graphical models 1 representation stanford university course advanced
Probability and Statistics: To p or not to p?,University of London,COURSE,4.6,Beginner,36k,probability and statistics to p or not to p university of london course beginner
Process Mining: Data science in Action,Eindhoven University of Technology,COURSE,4.8,Intermediate,39k,process mining data science in action eindhoven university of technology course intermediate
"Programming Foundations with JavaScript, HTML and CSS",Duke University,COURSE,4.6,Beginner,250k,programming foundations with javascript html and css duke university course beginner
Programming Fundamentals,Duke University,COURSE,4.7,Beginner,19k,programming fundamentals duke university course beginner
Programming for Everybody (Getting Started with Python),University of Michigan,COURSE,4.8,Mixed,1.3m,programming for everybody getting started with python university of michigan course mixed
Programming with Google Go,"University of California, Irvine",SPECIALIZATION,4.6,Intermediate,18k,programming with google go university of california irvine specialization intermediate
Project Execution,"University of California, Irvine",COURSE,4.2,Beginner,70k,project execution university of california irvine course beginner
Project Launch,"University of California, Irvine",COURSE,4.7,Beginner,190k,project launch university of california irvine course beginner
Project Management & Other Tools for Career Development,"University of California, Irvine",SPECIALIZATION,4.6,Beginner,440k,project management other tools for career development university of california irvine specialization beginner
Project Management Principles and Practices,"University of California, Irvine",SPECIALIZATION,4.7,Beginner,230k,project management principles and practices university of california irvine specialization beginner
Psychological First Aid,Johns Hopkins University,COURSE,4.8,Mixed,190k,psychological first aid johns hopkins university course mixed
Public Policy Challenges of the 21st Century,University of Virginia,COURSE,4.6,Beginner,52k,public policy challenges of the 21st century university of virginia course beginner
Python Basics,University of Michigan,COURSE,4.8,Beginner,110k,python basics university of michigan course beginner
Python Classes and Inheritance,University of Michigan,COURSE,4.7,Intermediate,21k,python classes and inheritance university of michigan course intermediate
Python Data Structures,University of Michigan,COURSE,4.9,Mixed,420k,python data structures university of michigan course mixed
"Python Functions, Files, and Dictionaries",University of Michigan,COURSE,4.8,Beginner,26k,python functions files and dictionaries university of michigan course beginner
Python and Statistics for Financial Analysis,The Hong Kong University of Science and Technology,COURSE,4.4,Intermediate,41k,python and statistics for financial analysis the hong kong university of science and technology course intermediate
Python for Data Science and AI,IBM,COURSE,4.6,Beginner,170k,python for data science and ai ibm course beginner
Python for Everybody,University of Michigan,SPECIALIZATION,4.8,Beginner,1.5m,python for everybody university of michigan specialization beginner
Quantitative Methods,University of Amsterdam,COURSE,4.7,Mixed,69k,quantitative methods university of amsterdam course mixed
Queering Identities: LGBTQ+ Sexuality and Gender Identity,University of Colorado System,COURSE,4.9,Beginner,3k,queering identities lgbtq sexuality and gender identity university of colorado system course beginner
R Programming,Johns Hopkins University,COURSE,4.6,Intermediate,480k,r programming johns hopkins university course intermediate
"Ready, Set, Future! Introduction to Futures Thinking",Institute for the Future,COURSE,4.8,Beginner,7.7k,ready set future introduction to futures thinking institute for the future course beginner
Recommender Systems,University of Minnesota,SPECIALIZATION,4.3,Intermediate,29k,recommender systems university of minnesota specialization intermediate
"Recruiting, Hiring, and Onboarding Employees",University of Minnesota,COURSE,4.7,Mixed,35k,recruiting hiring and onboarding employees university of minnesota course mixed
Reinforcement Learning,University of Alberta,SPECIALIZATION,4.7,Intermediate,23k,reinforcement learning university of alberta specialization intermediate
Renewable Energy and Green Building Entrepreneurship,Duke University,COURSE,4.7,Beginner,24k,renewable energy and green building entrepreneurship duke university course beginner
Reporting extra-financier et stratégie RSE,ESSEC Business School,COURSE,4.7,Beginner,5.2k,reporting extra financier et stratégie rse essec business school course beginner
Requirements Engineering: Secure Software  Specifications,University of Colorado System,SPECIALIZATION,4.6,Beginner,7.2k,requirements engineering secure software specifications university of colorado system specialization beginner
Research Data Management and Sharing,The University of Edinburgh,COURSE,4.6,Mixed,16k,research data management and sharing the university of edinburgh course mixed
"Resilience in Children Exposed to Trauma, Disaster and War: Global Perspectives",University of Minnesota,COURSE,4.8,Mixed,15k,resilience in children exposed to trauma disaster and war global perspectives university of minnesota course mixed
Responsive Website Development and Design,"Goldsmiths, University of London",SPECIALIZATION,4.5,Beginner,170k,responsive website development and design goldsmiths university of london specialization beginner
Rethinking International Tax Law,Universiteit Leiden,COURSE,4.9,Mixed,36k,rethinking international tax law universiteit leiden course mixed
Revisão Sistemática e Meta-análise,Universidade Estadual de Campinas,COURSE,4.9,Intermediate,17k,revisão sistemática e meta análise universidade estadual de campinas course intermediate
Robotics,University of Pennsylvania,SPECIALIZATION,4.4,Beginner,120k,robotics university of pennsylvania specialization beginner
Roman Architecture,Yale University,COURSE,4.9,Beginner,30k,roman architecture yale university course beginner
Russian Alphabet,Saint Petersburg State University,COURSE,4.7,Beginner,3.2k,russian alphabet saint petersburg state university course beginner
Russian for beginners А1. Русский язык: A1,Saint Petersburg State University,SPECIALIZATION,4.7,Beginner,7k,russian for beginners а1 русский язык a1 saint petersburg state university specialization beginner
Réussir le Changement,ESSEC Business School,COURSE,4.5,Mixed,33k,réussir le changement essec business school course mixed
SAS Programmer,SAS,PROFESSIONAL CERTIFICATE,4.8,Beginner,370k,sas programmer sas professional certificate beginner
SAS Visual Business Analytics,SAS,PROFESSIONAL CERTIFICATE,4.6,Beginner,2.6k,sas visual business analytics sas professional certificate beginner
SQL for Data Science,"University of California, Davis",COURSE,4.6,Beginner,160k,sql for data science university of california davis course beginner
Sales Operations/Management,West Virginia University,SPECIALIZATION,4.4,Beginner,5.6k,sales operations management west virginia university specialization beginner
Sales Training for High Performing Teams,HubSpot Academy,SPECIALIZATION,4.7,Beginner,16k,sales training for high performing teams hubspot academy specialization beginner
Sample-based Learning Methods,University of Alberta,COURSE,4.8,Intermediate,6.8k,sample based learning methods university of alberta course intermediate
Scaling Operations: Linking Strategy and Execution,Northwestern University,COURSE,4.5,Mixed,12k,scaling operations linking strategy and execution northwestern university course mixed
School Health for Children and Adolescents,University of Colorado System,SPECIALIZATION,4.8,Beginner,9.1k,school health for children and adolescents university of colorado system specialization beginner
Science of Exercise,University of Colorado Boulder,COURSE,4.8,Beginner,140k,science of exercise university of colorado boulder course beginner
Search Engine Optimization Fundamentals,"University of California, Davis",COURSE,4.7,Mixed,47k,search engine optimization fundamentals university of california davis course mixed
Secure Coding Practices,"University of California, Davis",SPECIALIZATION,4.4,Intermediate,6.4k,secure coding practices university of california davis specialization intermediate
Security & Safety Challenges in a Globalized World,Universiteit Leiden,COURSE,4.7,Beginner,14k,security safety challenges in a globalized world universiteit leiden course beginner
Security in Google Cloud Platform,Google Cloud,SPECIALIZATION,4.7,Intermediate,300k,security in google cloud platform google cloud specialization intermediate
Self-Driving Cars,University of Toronto,SPECIALIZATION,4.7,Advanced,39k,self driving cars university of toronto specialization advanced
Sequence Models,deeplearning.ai,COURSE,4.8,Intermediate,14k,sequence models deeplearning ai course intermediate
Sexualidad...mucho más que sexo,Universidad de los Andes,COURSE,4.8,Beginner,110k,sexualidad mucho más que sexo universidad de los andes course beginner
Sharpened Visions: A Poetry Workshop,California Institute of the Arts,COURSE,4.7,Beginner,61k,sharpened visions a poetry workshop california institute of the arts course beginner
Site Reliability Engineering: Measuring and Managing Reliability,Google Cloud,COURSE,4.5,Advanced,16k,site reliability engineering measuring and managing reliability google cloud course advanced
Six Sigma Green Belt,University System of Georgia,SPECIALIZATION,4.7,Intermediate,18k,six sigma green belt university system of georgia specialization intermediate
Six Sigma and the Organization (Advanced),University System of Georgia,COURSE,4.7,Intermediate,15k,six sigma and the organization advanced university system of georgia course intermediate
"Sleep: Neurobiology, Medicine, and Society",University of Michigan,COURSE,4.8,Beginner,20k,sleep neurobiology medicine and society university of michigan course beginner
Smart Cities – Management of Smart Urban Infrastructures,École Polytechnique Fédérale de Lausanne,COURSE,4.6,Beginner,22k,smart cities management of smart urban infrastructures école polytechnique fédérale de lausanne course beginner
Social Entrepreneurship,Copenhagen Business School,SPECIALIZATION,4.6,Beginner,13k,social entrepreneurship copenhagen business school specialization beginner
Social Media Marketing,Northwestern University,SPECIALIZATION,4.6,Beginner,130k,social media marketing northwestern university specialization beginner
"Social Norms, Social Change I",University of Pennsylvania,COURSE,4.6,Beginner,78k,social norms social change i university of pennsylvania course beginner
Social Policy for Social Services & Health Practitioners,Columbia University,SPECIALIZATION,4.8,Beginner,4.2k,social policy for social services health practitioners columbia university specialization beginner
Social Psychology,Wesleyan University,COURSE,4.7,Beginner,220k,social psychology wesleyan university course beginner
Social and Economic Networks:  Models and Analysis,Stanford University,COURSE,4.8,Advanced,42k,social and economic networks models and analysis stanford university course advanced
Software Design and Architecture,University of Alberta,SPECIALIZATION,4.6,Beginner,60k,software design and architecture university of alberta specialization beginner
Software Development Lifecycle,University of Minnesota,SPECIALIZATION,4.6,Intermediate,34k,software development lifecycle university of minnesota specialization intermediate
Software Processes and Agile Practices,University of Alberta,COURSE,4.7,Mixed,60k,software processes and agile practices university of alberta course mixed
Software Product Management,University of Alberta,SPECIALIZATION,4.6,Beginner,110k,software product management university of alberta specialization beginner
Solar Energy Basics,The State University of New York,COURSE,4.8,Beginner,17k,solar energy basics the state university of new york course beginner
Songwriting: Writing the Lyrics,Berklee College of Music,COURSE,4.8,Beginner,68k,songwriting writing the lyrics berklee college of music course beginner
Soporte de Tecnologías de la Información de Google,Crece con Google,PROFESSIONAL CERTIFICATE,4.9,Beginner,8.8k,soporte de tecnologías de la información de google crece con google professional certificate beginner
Spacecraft Dynamics and Control,University of Colorado Boulder,SPECIALIZATION,4.8,Advanced,12k,spacecraft dynamics and control university of colorado boulder specialization advanced
Spanish Vocabulary: Meeting People,"University of California, Davis",COURSE,4.6,Beginner,71k,spanish vocabulary meeting people university of california davis course beginner
"Speak English Professionally: In Person, Online & On the Phone",Georgia Institute of Technology,COURSE,4.6,Mixed,430k,speak english professionally in person online on the phone georgia institute of technology course mixed
Sports Marketing,Northwestern University,COURSE,4.7,Intermediate,12k,sports marketing northwestern university course intermediate
Sports and Society,Duke University,COURSE,4.8,Mixed,16k,sports and society duke university course mixed
Stanford Introduction to Food and Health,Stanford University,COURSE,4.7,Beginner,370k,stanford introduction to food and health stanford university course beginner
Stanford's Short Course on Breastfeeding,Stanford University,COURSE,4.7,Beginner,17k,stanford s short course on breastfeeding stanford university course beginner
Statistical Analysis with R for Public Health,Imperial College London,SPECIALIZATION,4.7,Beginner,16k,statistical analysis with r for public health imperial college london specialization beginner
Statistics with Python,University of Michigan,SPECIALIZATION,4.6,Beginner,34k,statistics with python university of michigan specialization beginner
Statistics with R,Duke University,SPECIALIZATION,4.7,Beginner,220k,statistics with r duke university specialization beginner
Stories of Infection,Stanford University,COURSE,4.9,Intermediate,28k,stories of infection stanford university course intermediate
Strategic Business Analytics,ESSEC Business School,SPECIALIZATION,4.3,Advanced,60k,strategic business analytics essec business school specialization advanced
Strategic Business Management - Microeconomics,"University of California, Irvine",COURSE,4.7,Beginner,9.5k,strategic business management microeconomics university of california irvine course beginner
Strategic Leadership and Management,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.7,Beginner,100k,strategic leadership and management university of illinois at urbana champaign specialization beginner
Strategic Management,Copenhagen Business School,COURSE,4.7,Mixed,58k,strategic management copenhagen business school course mixed
Strategic Management and Innovation,Copenhagen Business School,SPECIALIZATION,4.7,Beginner,68k,strategic management and innovation copenhagen business school specialization beginner
Strategic Sales Management,Fundação Instituto de Administração,SPECIALIZATION,4.5,Intermediate,9.2k,strategic sales management fundação instituto de administração specialization intermediate
Strategising: Management for Global Competitive Advantage,Macquarie University,SPECIALIZATION,4.8,Intermediate,30k,strategising management for global competitive advantage macquarie university specialization intermediate
Strategy and Sustainability,IESE Business School,COURSE,4.6,Beginner,11k,strategy and sustainability iese business school course beginner
Structuring Machine Learning Projects,deeplearning.ai,COURSE,4.8,Beginner,220k,structuring machine learning projects deeplearning ai course beginner
Success,University of Pennsylvania,COURSE,4.8,Beginner,38k,success university of pennsylvania course beginner
Successful Negotiation: Essential Strategies and Skills,University of Michigan,COURSE,4.8,Mixed,750k,successful negotiation essential strategies and skills university of michigan course mixed
Summary Statistics in Public Health,Johns Hopkins University,COURSE,4.8,Beginner,11k,summary statistics in public health johns hopkins university course beginner
Supply Chain Analytics,Rutgers the State University of New Jersey,COURSE,4.7,Beginner,7.9k,supply chain analytics rutgers the state university of new jersey course beginner
Supply Chain Finance and Blockchain Technology,New York Institute of Finance,SPECIALIZATION,4.6,Intermediate,4.9k,supply chain finance and blockchain technology new york institute of finance specialization intermediate
Supply Chain Logistics,Rutgers the State University of New Jersey,COURSE,4.7,Beginner,66k,supply chain logistics rutgers the state university of new jersey course beginner
Supply Chain Management,Rutgers the State University of New Jersey,SPECIALIZATION,4.7,Beginner,82k,supply chain management rutgers the state university of new jersey specialization beginner
Supply Chain Operations,Rutgers the State University of New Jersey,COURSE,4.8,Beginner,24k,supply chain operations rutgers the state university of new jersey course beginner
Supply Chain Principles,Georgia Institute of Technology,COURSE,4.6,Mixed,29k,supply chain principles georgia institute of technology course mixed
Supporting children with difficulties in reading and writing,UCL Institute of Education,COURSE,4.8,Mixed,50k,supporting children with difficulties in reading and writing ucl institute of education course mixed
Survey Data Collection and Analytics,"University of Maryland, College Park",SPECIALIZATION,4.3,Beginner,45k,survey data collection and analytics university of maryland college park specialization beginner
Sustainable Tourism – promoting environmental public health,University of Copenhagen,COURSE,4.6,Beginner,9.4k,sustainable tourism promoting environmental public health university of copenhagen course beginner
Swift 5 iOS Application Developer,LearnQuest,SPECIALIZATION,4.5,Beginner,3.9k,swift 5 ios application developer learnquest specialization beginner
System Administration and IT Infrastructure Services,Google,COURSE,4.7,Beginner,62k,system administration and it infrastructure services google course beginner
Systems Biology and Biotechnology,Icahn School of Medicine at Mount Sinai,SPECIALIZATION,4.4,Intermediate,48k,systems biology and biotechnology icahn school of medicine at mount sinai specialization intermediate
Systems Thinking In Public Health,Johns Hopkins University,COURSE,4.9,Mixed,33k,systems thinking in public health johns hopkins university course mixed
"TESOL Certificate, Part 1: Teach English Now!",Arizona State University,SPECIALIZATION,4.9,Beginner,100k,tesol certificate part 1 teach english now arizona state university specialization beginner
"TESOL Certificate, Part 2: Teach English Now!",Arizona State University,SPECIALIZATION,4.9,Beginner,62k,tesol certificate part 2 teach english now arizona state university specialization beginner
Teach English Now! Foundational Principles,Arizona State University,COURSE,4.9,Mixed,81k,teach english now foundational principles arizona state university course mixed
Teach English Now! Teaching Language Online,Arizona State University,COURSE,4.4,Intermediate,8.5k,teach english now teaching language online arizona state university course intermediate
Teaching Character and Creating Positive Classrooms,Relay Graduate School of Education,COURSE,4.8,Mixed,53k,teaching character and creating positive classrooms relay graduate school of education course mixed
Teamwork Skills: Communicating Effectively in Groups,University of Colorado Boulder,COURSE,4.8,Beginner,49k,teamwork skills communicating effectively in groups university of colorado boulder course beginner
Technical Support Fundamentals,Google,COURSE,4.8,Beginner,280k,technical support fundamentals google course beginner
TensorFlow in Practice,deeplearning.ai,SPECIALIZATION,4.7,Intermediate,170k,tensorflow in practice deeplearning ai specialization intermediate
TensorFlow: Data and Deployment,deeplearning.ai,SPECIALIZATION,4.5,Intermediate,12k,tensorflow data and deployment deeplearning ai specialization intermediate
Terrorism and Counterterrorism: Comparing Theory and Practice,Universiteit Leiden,COURSE,4.8,Beginner,90k,terrorism and counterterrorism comparing theory and practice universiteit leiden course beginner
The Addicted Brain,Emory University,COURSE,4.6,Beginner,130k,the addicted brain emory university course beginner
The Art of Music Production,Berklee College of Music,COURSE,4.8,Intermediate,47k,the art of music production berklee college of music course intermediate
The Art of Sales: Mastering the Selling Process,Northwestern University,SPECIALIZATION,4.7,Beginner,23k,the art of sales mastering the selling process northwestern university specialization beginner
The Arts and Science of Relationships: Understanding Human Needs,University of Toronto,COURSE,4.5,Beginner,73k,the arts and science of relationships understanding human needs university of toronto course beginner
The Bits and Bytes of Computer Networking,Google,COURSE,4.7,Beginner,130k,the bits and bytes of computer networking google course beginner
The Business of Health Care,University of Pennsylvania,SPECIALIZATION,4.6,Beginner,22k,the business of health care university of pennsylvania specialization beginner
The Business of Music Production,Berklee College of Music,SPECIALIZATION,4.8,Beginner,84k,the business of music production berklee college of music specialization beginner
The Changing Global Order,Universiteit Leiden,COURSE,4.7,Intermediate,23k,the changing global order universiteit leiden course intermediate
The Cycle: Management of Successful Arts and Cultural Organizations,"University of Maryland, College Park",COURSE,4.8,Beginner,11k,the cycle management of successful arts and cultural organizations university of maryland college park course beginner
The DIY Musician,Berklee College of Music,SPECIALIZATION,4.8,Beginner,120k,the diy musician berklee college of music specialization beginner
The Data Scientist’s Toolbox,Johns Hopkins University,COURSE,4.6,Mixed,420k,the data scientist s toolbox johns hopkins university course mixed
The Economics of Health Care Delivery,University of Pennsylvania,COURSE,4.8,Mixed,7.2k,the economics of health care delivery university of pennsylvania course mixed
The Global Financial Crisis,Yale University,COURSE,4.8,Mixed,84k,the global financial crisis yale university course mixed
The Horse Course: Introduction to Basic Care and Management,University of Florida,COURSE,4.9,Mixed,29k,the horse course introduction to basic care and management university of florida course mixed
The Manager's Toolkit: A Practical Guide to Managing People at Work,"Birkbeck, University of London",COURSE,4.6,Mixed,47k,the manager s toolkit a practical guide to managing people at work birkbeck university of london course mixed
"The Modern World, Part One: Global History from 1760 to 1910",University of Virginia,COURSE,4.8,Beginner,130k,the modern world part one global history from 1760 to 1910 university of virginia course beginner
"The Modern World, Part Two: Global History since 1910",University of Virginia,COURSE,4.8,Beginner,47k,the modern world part two global history since 1910 university of virginia course beginner
The Oral Cavity: Portal to Health and Disease,University of Pennsylvania,COURSE,4.9,Intermediate,9.4k,the oral cavity portal to health and disease university of pennsylvania course intermediate
The Power of Macroeconomics: Economic Principles in the Real World,"University of California, Irvine",COURSE,4.6,Mixed,180k,the power of macroeconomics economic principles in the real world university of california irvine course mixed
The Power of Microeconomics: Economic Principles in the Real World,"University of California, Irvine",COURSE,4.7,Mixed,120k,the power of microeconomics economic principles in the real world university of california irvine course mixed
The Pronunciation of American English,"University of California, Irvine",SPECIALIZATION,4.6,Beginner,1.7k,the pronunciation of american english university of california irvine specialization beginner
The Science of Gastronomy,The Hong Kong University of Science and Technology,COURSE,4.6,Mixed,50k,the science of gastronomy the hong kong university of science and technology course mixed
The Science of Stem Cells,American Museum of Natural History,COURSE,4.7,Intermediate,12k,the science of stem cells american museum of natural history course intermediate
The Science of Success: What Researchers Know that You Should Know,University of Michigan,COURSE,4.8,Beginner,59k,the science of success what researchers know that you should know university of michigan course beginner
The Science of Training Young Athletes,University of Florida,COURSE,4.9,Beginner,13k,the science of training young athletes university of florida course beginner
The Science of Well-Being,Yale University,COURSE,4.9,Mixed,2.5m,the science of well being yale university course mixed
The Singer Songwriter,Berklee College of Music,SPECIALIZATION,4.8,Beginner,320k,the singer songwriter berklee college of music specialization beginner
The Social Context of Mental Health and Illness,University of Toronto,COURSE,4.6,Mixed,19k,the social context of mental health and illness university of toronto course mixed
The Strategy of Content Marketing,"University of California, Davis",COURSE,4.5,Intermediate,100k,the strategy of content marketing university of california davis course intermediate
"The Sustainable Development Goals – A global, transdisciplinary vision for the future",University of Copenhagen,COURSE,4.8,Beginner,26k,the sustainable development goals a global transdisciplinary vision for the future university of copenhagen course beginner
The Teacher and Social and Emotional Learning (SEL),University of Colorado Boulder,SPECIALIZATION,4.7,Beginner,5.2k,the teacher and social and emotional learning sel university of colorado boulder specialization beginner
The Technology of Music Production,Berklee College of Music,COURSE,4.8,Beginner,28k,the technology of music production berklee college of music course beginner
The Truth About Cats and Dogs,The University of Edinburgh,COURSE,4.7,Mixed,33k,the truth about cats and dogs the university of edinburgh course mixed
The hidden value – Lean in manufacturing and services,École des Ponts ParisTech,COURSE,4.7,Beginner,14k,the hidden value lean in manufacturing and services école des ponts paristech course beginner
Think Again I: How to Understand Arguments,Duke University,COURSE,4.6,Beginner,200k,think again i how to understand arguments duke university course beginner
Tools for Data Science,IBM,COURSE,4.6,Beginner,120k,tools for data science ibm course beginner
Trading Strategies in Emerging Markets,Indian School of Business,SPECIALIZATION,4.3,Beginner,68k,trading strategies in emerging markets indian school of business specialization beginner
"Transmedia Storytelling: Narrative worlds, emerging technologies, and global audiences",UNSW Sydney (The University of New South Wales),COURSE,4.8,Mixed,45k,transmedia storytelling narrative worlds emerging technologies and global audiences unsw sydney the university of new south wales course mixed
Tricky American English Pronunciation,"University of California, Irvine",COURSE,4.7,Beginner,110k,tricky american english pronunciation university of california irvine course beginner
Troubles du spectre de l'autisme : diagnostic,University of Geneva,COURSE,4.9,Intermediate,5.4k,troubles du spectre de l autisme diagnostic university of geneva course intermediate
U.S. Federal Taxation,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.8,Intermediate,12k,u s federal taxation university of illinois at urbana champaign specialization intermediate
UCI Project Management,"University of California, Irvine",PROFESSIONAL CERTIFICATE,4.6,Beginner,44k,uci project management university of california irvine professional certificate beginner
UI / UX Design,California Institute of the Arts,SPECIALIZATION,4.7,Beginner,68k,ui ux design california institute of the arts specialization beginner
UX Design Fundamentals,California Institute of the Arts,COURSE,4.8,Beginner,25k,ux design fundamentals california institute of the arts course beginner
Understanding Cancer Metastasis,Johns Hopkins University,COURSE,4.8,Beginner,29k,understanding cancer metastasis johns hopkins university course beginner
Understanding Clinical Research: Behind the Statistics,University of Cape Town,COURSE,4.8,Mixed,78k,understanding clinical research behind the statistics university of cape town course mixed
Understanding Einstein: The Special Theory of Relativity,Stanford University,COURSE,4.9,Beginner,89k,understanding einstein the special theory of relativity stanford university course beginner
Understanding Medical Research: Your Facebook Friend is Wrong,Yale University,COURSE,4.8,Beginner,24k,understanding medical research your facebook friend is wrong yale university course beginner
Understanding Modern Finance,American Institute of Business and Economics,SPECIALIZATION,4.4,Intermediate,11k,understanding modern finance american institute of business and economics specialization intermediate
Understanding Plants - Part I: What a Plant Knows,Tel Aviv University,COURSE,4.8,Beginner,49k,understanding plants part i what a plant knows tel aviv university course beginner
Understanding Research Methods,SOAS University of London,COURSE,4.5,Mixed,120k,understanding research methods soas university of london course mixed
Understanding and Visualizing Data with Python,University of Michigan,COURSE,4.7,Beginner,30k,understanding and visualizing data with python university of michigan course beginner
Understanding the Brain: The Neurobiology of Everyday Life,The University of Chicago,COURSE,4.9,Beginner,130k,understanding the brain the neurobiology of everyday life the university of chicago course beginner
Unity Certified Programmer Exam Preparation,Unity,SPECIALIZATION,4.5,Intermediate,6.1k,unity certified programmer exam preparation unity specialization intermediate
Unity XR: How to Build AR and VR Apps,Unity,SPECIALIZATION,4.2,Beginner,12k,unity xr how to build ar and vr apps unity specialization beginner
University Teaching,The University of Hong Kong,COURSE,4.8,Beginner,9.5k,university teaching the university of hong kong course beginner
Unraveling the Cycling City,University of Amsterdam,COURSE,4.9,Intermediate,3.9k,unraveling the cycling city university of amsterdam course intermediate
User Experience Research and Design,University of Michigan,SPECIALIZATION,4.8,Beginner,23k,user experience research and design university of michigan specialization beginner
User Interface Design,University of Minnesota,SPECIALIZATION,4.6,Intermediate,43k,user interface design university of minnesota specialization intermediate
Using Databases with Python,University of Michigan,COURSE,4.8,Mixed,220k,using databases with python university of michigan course mixed
